亚目,总科,科,亚科,属,种,种拉丁名,备注
均翅亚目,扁蟌总科,溪蟌科,,隐溪蟌属,云南隐溪蟌,"Cryptophaea yunnanensis (Davies and Yang, 1996)",
均翅亚目,扁蟌总科,溪蟌科,,暗溪蟌属,高居暗溪蟌,"Dysphaea basitincta Martin, 1904",
均翅亚目,扁蟌总科,溪蟌科,,暗溪蟌属,华丽暗溪蟌,"Dysphaea gloriosa Fraser, 1938",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,方带溪蟌,"Euphaea decorata Hagen in Selys, 1853",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,台湾溪蟌,"Euphaea formosa Hagen in Selys, 1869",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,炫彩溪蟌,"Euphaea guerini Rambur, 1842",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,透顶溪蟌,"Euphaea masoni Selys, 1879",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,黄翅溪蟌,"Euphaea ochracea Selys, 1859",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,褐翅溪蟌,"Euphaea opaca Selys, 1853",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,宽带溪蟌,"Euphaea ornata (Campion, 1924)",
均翅亚目,扁蟌总科,溪蟌科,,溪蟌属,丽溪蟌,"Euphaea superba Kimmins, 1936",
均翅亚目,扁蟌总科,山蟌科,,野蟌属,白尾野蟌,"Agriomorpha fusca May, 1933",
均翅亚目,扁蟌总科,山蟌科,,缅山蟌属,兴隆缅山蟌,"Burmargiolestes xinglongensis Wilson and Reels, 2001",
均翅亚目,扁蟌总科,山蟌科,,凸尾山蟌属,藏凸尾山蟌,"Mesopodagrion tibetanum McLachlan, 1896",
均翅亚目,扁蟌总科,山蟌科,,凸尾山蟌属,雅州凸尾山蟌,"Mesopodagrion yachowensis Chao, 1953",
均翅亚目,扁蟌总科,山蟌科,,黑山蟌属,覆雪黑山蟌,"Philosina alba Wilson, 1999",
均翅亚目,扁蟌总科,山蟌科,,黑山蟌属,红尾黑山蟌,"Philosina buchi Ris, 1917",
均翅亚目,扁蟌总科,山蟌科,,叶山蟌属,露兜叶山蟌,"Podolestes pandanus Wilson and Reels, 2001",
均翅亚目,扁蟌总科,山蟌科,,古山蟌属,克氏古山蟌,"Priscagrion kiautai Zhou and Wilson, 2001",
均翅亚目,扁蟌总科,山蟌科,,古山蟌属,宾黑古山蟌,"Priscagrion pinheyi Zhou and Wilson, 2001",
均翅亚目,扁蟌总科,山蟌科,,鲨山蟌属,海南鲨山蟌,"Rhinagrion hainanense Wilson and Reels, 2001",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,棘扇山蟌,"Rhipidolestes aculeatus Ris, 1912",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,艾伦扇山蟌,"Rhipidolestes alleni Wilson, 2000",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,尖扇山蟌,"Rhipidolestes apicatus Navás, 1934",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,巴斯扇山蟌,"Rhipidolestes bastiaani Zhu and Yang, 1998",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,二齿扇山蟌,"Rhipidolestes bidens Schmidt, 1931",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,赵氏扇山蟌,"Rhipidolestes chaoi Wilson, 2004",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,黄蓝扇山蟌,"Rhipidolestes cyanoflavus Wilson, 2000",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,褐带扇山蟌,"Rhipidolestes fascia Zhou, 2003",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,珍妮扇山蟌,"Rhipidolestes janetae Wilson, 1997",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,愉快扇山蟌,"Rhipidolestes jucundus Lieftinck, 1948",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,劳氏扇山蟌,"Rhipidolestes laui Wilson and Reels, 2003",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,李氏扇山蟌,"Rhipidolestes lii Zhou, 2003",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,水鬼扇山蟌,"Rhipidolestes nectans (Needham, 1929)",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,红足扇山蟌,"Rhipidolestes rubripes (Navás, 1936)",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,褐顶扇山蟌,"Rhipidolestes truncatidens Schmidt, 1931",
均翅亚目,扁蟌总科,山蟌科,,扇山蟌属,杨冰扇山蟌,"Rhipidolestes yangbingi Davies, 1998",
均翅亚目,扁蟌总科,山蟌科,,华蟌属,杜氏华蟌,"Sinocnemis dumonti Wilson and Zhou, 2000",
均翅亚目,扁蟌总科,山蟌科,,华蟌属,河南华蟌,"Sinocnemis henanensis Wang, 2003",
均翅亚目,扁蟌总科,山蟌科,,华蟌属,杨氏华蟌,"Sinocnemis yangbingi Wilson and Zhou, 2000",
均翅亚目,扁蟌总科,大溪蟌科,,大溪蟌属,壮大溪蟌,"Philoganga robusta Navás, 1936",
均翅亚目,扁蟌总科,大溪蟌科,,大溪蟌属,古老大溪蟌,"Philoganga vetusta Ris, 1912",
均翅亚目,扁蟌总科,拟丝蟌科,,拟丝蟌属,丽拟丝蟌,"Pseudolestes mirabilis Kirby, 1900",
间翅亚目,昔蜓总科,昔蜓科,,昔蜓属,华昔蜓,"Epiophlebia sinensis Li and Nel, 2012",
差翅亚目,蜓总科,蜓科,,绿蜓属,黑纹绿蜓,"Aeschnophlebia anisoptera Selys, 1883",
差翅亚目,蜓总科,蜓科,,绿蜓属,长痣绿蜓,"Aeschnophlebia longistigma Selys, 1883",
差翅亚目,蜓总科,蜓科,,蜓属,近缘蜓,"Aeshna affinis Vander Linden, 1820",
差翅亚目,蜓总科,蜓科,,蜓属,绿面蜓,"Aeshna athalia Needham, 1930",
差翅亚目,蜓总科,蜓科,,蜓属,琉璃蜓,"Aeshna crenata Hagen, 1856",
差翅亚目,蜓总科,蜓科,,蜓属,福罗蜓,"Aeshna frontalis Navás, 1936",
差翅亚目,蜓总科,蜓科,,蜓属,天蓝蜓,"Aeshna juncea (Linnaeus, 1758)",
差翅亚目,蜓总科,蜓科,,蜓属,光明蜓,"Aeshna lucia Needham, 1930",
差翅亚目,蜓总科,蜓科,,蜓属,混合蜓,"Aeshna mixta Latreille, 1805",
差翅亚目,蜓总科,蜓科,,蜓属,展尾蜓,"Aeshna petalura Martin, 1909",
差翅亚目,蜓总科,蜓科,,翠蜓属,碧翠蜓,"Anaciaeschna jaspidea (Burmeister, 1839)",
差翅亚目,蜓总科,蜓科,,翠蜓属,马氏翠蜓,"Anaciaeschna martini (Selys, 1897)",
差翅亚目,蜓总科,蜓科,,伟蜓属,褐伟蜓,"Anax ephippiger (Burmeister, 1839)",
差翅亚目,蜓总科,蜓科,,伟蜓属,斑伟蜓,"Anax guttatus (Burmeister, 1839)	",
差翅亚目,蜓总科,蜓科,,伟蜓属,黄伟蜓,"Anax immaculifrons Rambur, 1842",
差翅亚目,蜓总科,蜓科,,伟蜓属,黑纹伟蜓,"Anax nigrofasciatus Oguma, 1915",
差翅亚目,蜓总科,蜓科,,伟蜓属,麻斑伟蜓,"Anax panybeus Hagen, 1867",
差翅亚目,蜓总科,蜓科,,伟蜓属,碧伟蜓,"Anax parthenope (Selys, 1839)",
