亚科,亚科,genus,url,species,url url,fenbudi,description
切叶蚁亚科蚂蚁,Myrmicinae,圆颚切叶蚁属,Strongylognathus,叉圆颚切叶蚁,Strongylognathus cheliferus,中国河南；俄罗斯。,《中国蚁科昆虫名录——切叶蚁亚科（Ⅲ）》中，将叉圆颚切叶蚁（Strongylognathus cheliferus）错拼为“chelifer”。
猛蚁亚科蚂蚁,Ponerinae,小眼猛蚁属,Myopias,门巴小眼猛蚁,Myopias menba,中国西藏（墨脱）。,此蚁种以主要生活在西藏东南部的少数民族-门巴族命名。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,蒿漠弓背蚁,Camponotus interjectus,中国新疆（青河、乌鲁木齐、伊宁）；哈萨克斯坦，吉尔吉斯斯坦，土库曼斯坦。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,博白双节行军蚁,Aenictus bobaiensis,中国广西（博白）、湖北。,
蚁亚科蚂蚁,Formicinae,斜结蚁属,Plagiolepis,心头斜结蚁,Plagiolepis cardiocarenis,中国内蒙古（乌海、鄂尔多斯）、甘肃（张掖）、青海。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,启人弓背蚁,Camponotus keihitoi,中国上海；日本，韩国。,“keihito”通过罗马音转日文仅找到“启人”两个字可作为名字使用，故而译为“启人弓背蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,游举腹蚁,Crematogaster vagula,广西（山口英罗港、金钟山、弄岗）、广东（珠海、广州、河源、平远、连州、乳源、始兴、从化、深圳、罗浮山、南岭）、湖北、四川（川东盆地域）、河南（鸡公山）；日本。,
蚁亚科蚂蚁,Formicinae,前结蚁属,Prenolepis,内氏前结蚁,Prenolepis naoroji,中国湖北、湖南、四川、重庆（大巴山）、云南（西双版纳、昆明、文山、无量山）、海南（尖峰岭、万宁）、贵州（梵净山）、江西、浙江（丽水、百山祖）、福建、广西（花坪、木论、九万山、青狮潭、大瑶山、大屏山、底定、大王岭、大明山、三江、隆林、河池、十万大山、金钟山、弄岗）、湖北（鹤峰、五峰、来凤、郧县、通城、天门）、广东（深圳、鼎湖山、罗浮山、南岭）、河南（开封、兰考、尉氏、济源、夏邑、商丘）、陕西、山东；缅甸，印度。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,拟亮盲切叶蚁,Carebara pseudolusciosa,中国安徽（潜山（天柱山））、广西、河南（鸡公山）、湖北（武汉）。,原中文名为拟亮稀切叶蚁，现稀切叶蚁属（Oligomyrmex）已撤销，并入盲切叶蚁属，因此更名。本种与广东的光亮盲切叶蚁（Carebara lusciosa）极为近似，本种除体色与后者有明显区别外，兵蚁前、中胸背板更凸圆，工蚁具明显的复眼，可以肯定此种为一个与后者近缘的独立种。
蚁亚科蚂蚁,Formicinae,蚁属,Formica,格劳卡蚁,Formica glauca,中国新疆（新源、乌鲁木齐、托里、Tien-chi）、甘肃（麦积、西峰、环县、合水、古浪、兰州、永靖、永昌、山丹县）、宁夏（盐池、吴忠、西吉、彭阳、贺兰山）、陕西、青海、北京（山海关）、山东、未定地名（Tiang Tsin）、内蒙古（阿拉善、鄂尔多斯）；蒙古，阿富汗，俄罗斯。,
切叶蚁亚科蚂蚁,Myrmicinae,奇蚁属,Perissomyrmex,双齿奇蚁,Perissomyrmex bidentatus,中国河南、陕西、四川、云南（玉龙）。,
卷尾猛蚁亚科蚂蚁,Proceratiinae,无齿猛蚁属,Discothyrea,滇无齿猛蚁,Discothyrea diana,中国云南。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,武当山双节行军蚁,Aenictus wudangshanensis,中国湖北、浙江（开化（古田山））。,与泰国双节行军蚁A.thailandianus Terayama et Kubota相似，但新种唇基前缘明显凹入，腹柄下突呈矩形向前下方突出，整个前胸背板呈一刻纹较弱的光亮区。模式标本保存于湖北民族学院昆虫标本室。
切叶蚁亚科蚂蚁,Myrmicinae,双凸切叶蚁属,Dilobocondyla,夫氏双凸切叶蚁,Dilobocondyla fouqueti,中国福建（龙海）、广东（封开、连州、龙门、深圳）、广西（金钟山、弄岗）、海南、湖南、香港；越南。,徐正会(2002)和吴坚等(1995)均使用“北部湾双凸切叶蚁”作为该种的中文名，但王常禄等(1992)早已使用“夫氏双凸切叶蚁”这一中文名，而且该种是以姓氏命名的，所以应使用早期译名。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,长头弓背蚁,Camponotus longiceps,中国宁夏（固原、彭阳）、甘肃，黑龙江；蒙古，俄罗斯，印度尼西亚。,本种有时翻译为“长足弓背蚁”，但根据其拉丁名“longiceps”译意为“长头的”，此外，有早期文献有将卡林弓背蚁（Camponotus carin） 翻译成“长足弓背蚁”，因此建议将此蚁翻译成“长头弓背蚁”。
猛蚁亚科蚂蚁,Ponerinae,细颚猛蚁属,Leptogenys,糙腹细颚猛蚁,Leptogenys cerchnogaster,中国湖南（江永）。,
蚁亚科蚂蚁,Formicinae,箭蚁属,Cataglyphis,淡色箭蚁,Cataglyphis pallida,中国新疆（阜康、莫索湾、Sangong河边、和硕、托克逊、五家渠、图开沙漠）、甘肃；吉尔吉斯斯坦，哈萨克斯坦，俄罗斯达吉斯坦共和国沙漠地区，里海北岸，哈萨克斯坦，阿富汗，中亚。,
臭蚁亚科蚂蚁,Dolichoderinae,光胸臭蚁属,Liometopum,林氏光胸臭蚁,Liometopum lindgreeni,中国西藏（墨脱河谷）、浙江；印度。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,重庆弓背蚁,Camponotus chongqingensis,中国重庆、四川（川西南高原域、川东盆地域）、云南（云岭、大理苍山、无量山）、广西、贵州、湖北（恩施、武当山、随州、武穴）、湖南。,
切叶蚁亚科蚂蚁,Myrmicinae,窄结蚁属,Stenamma,乌蒙山窄结蚁,Stenamma wumengense,中国云南、重庆（大巴山）。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,罗氏铺道蚁,Tetramorium wroughtonii,中国安徽、福建（龙岩）、广东（始兴）、广西（大屏山、底定、弄岗、金钟山）、海南、河南、湖北、湖南、江西、四川、台湾、西藏（墨脱河谷）、香港、云南、浙江、辽宁；菲律宾，马来西亚半岛，缅甸，泰国，越南，婆罗洲，小巽他群岛，新几内亚，印度尼西亚，印度，澳大利亚。,棒切叶蚁属（Rhoptromyrmex）已并入到铺道蚁属（Tetramorium），故原罗氏棒切叶蚁更名为罗氏铺道蚁（Tetramorium wroughtonii）。
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,黄胸铺道蚁,Tetramorium ochrothorax,中国宁夏（彭阳）。,黄胸铺道蚁与克氏铺道蚁（Tetramorium kraepelini）接近，但本种体长2.60mm-3.17mm;并腹胸黄色，头、后腹部黄褐色;并胸腹节刺中等长度，末端直。
蚁亚科蚂蚁,Formicinae,平头蚁属,Colobopsis,方头平头蚁,Colobopsis quadriceps,印度尼西亚。,
切叶蚁亚科蚂蚁,Myrmicinae,棒角蚁属,Rhopalomastix,妈祖棒角蚁,Rhopalomastix mazu,中国台湾。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,阿美盲切叶蚁,Carebara amia,中国台湾。,原中文名为阿美稀切叶蚁，现稀切叶蚁属（Oligomyrmex）已撤销，并入盲切叶蚁属，因此更名。
臭蚁亚科蚂蚁,Dolichoderinae,穴臭蚁属,Bothriomyrmex,库氏穴臭蚁,Bothriomyrmex kusnezovi,中国新疆（塔城、准噶尔盆地）；哈萨克斯坦（准噶尔阿拉套），吉尔吉斯斯坦，乌兹别克斯坦。,
蚁亚科蚂蚁,Formicinae,前结蚁属,Prenolepis,条纹前结蚁,Prenolepis striata,中国云南（安宁）。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,双色多刺蚁,Polyrhachis bicolor,中国云南（西双版纳）、广西（弄岗）；越南，缅甸，菲律宾，澳大利亚，柬埔寨，老挝，马来西亚，新加坡，日本，巴布亚新几内亚。,
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,费氏大头蚁,Pheidole feae,中国广东（南岭）、广西（猫儿山、十万大山）；缅甸，印度。,
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,费氏盘腹蚁,Aphaenogaster feae,中国福建（龙岩）、广东（惠东）、广西（金钟山、隆林、昭平）、湖南、西藏、云南（无量山、西双版纳）；马来西亚半岛，缅甸，越南，婆罗洲，印度尼西亚，印度。,
猛蚁亚科蚂蚁,Ponerinae,钩猛蚁属,Anochetus,混杂钩猛蚁,Anochetus mixtus,中国云南（西双版纳）；缅甸。,云南钩猛蚁（Anochetus yunnanensis）确定为混杂钩猛蚁（Anochetus mixtus）的次异名，已撤销。
蚁亚科蚂蚁,Formicinae,尖尾蚁属,Acropyga,海洋尖尾蚁,Acropyga oceanica,中国。,
猛蚁亚科蚂蚁,Ponerinae,隐猛蚁属,Cryptopone,邵氏隐猛蚁,Cryptopone sauteri,中国广西（花坪、猫儿山、金钟山、弄岗）、湖南（双牌、东安、新宁、安化、通道、沅陵、古丈、永顺、桑植、张家界、石门、资兴、桂东、炎陵）、湖北（来凤、鹤峰、咸丰、五峰、神农架、武当山、通山）、贵州（梵净山）；日本，朝鲜半岛。,
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,厚刺切胸蚁,Temnothorax crassispinus,阿尔巴尼亚，奥地利，白俄罗斯、波斯尼亚和黑塞哥维那，保加利亚，克罗地亚，捷克，爱沙尼亚，德国，希腊，匈牙利，意大利，拉脱维亚，立陶宛，黑山共和国，波兰，马其顿，摩尔多瓦，罗马尼亚，俄罗斯，塞尔维亚，斯洛伐克，斯洛文尼亚，乌克兰。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,小瘤颚蚁,Strumigenys minutula,中国台湾、香港；日本。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,短柄弓背蚁,Camponotus breviscapus,中国广西（猫儿山、兴安）、湖北（罗田）、湖南、河南（鸡公山）。,
蚁亚科蚂蚁,Formicinae,尼氏蚁属,Nylanderia,印度尼氏蚁,Nylanderia indica,中国福建（福州）、香港、澳门、云南（大理苍山）、湖南（岳麓山）；印度。,
切叶蚁亚科蚂蚁,Myrmicinae,犁沟蚁属,Vombisidris,喜爱犁沟蚁,Vombisidris philax,印度尼西亚，苏拉威西。,种小名“philax”意为“喜欢的、偏爱的”，故而译为喜爱犁沟蚁。
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,截火蚁,Solenopsis interrupta,阿根廷，玻利维亚。,种小名“interrupta”意为“截断的”，原文献中并未明确指出是哪里“截断”了，故而取拉丁文原意，译为“截火蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,野牛举腹蚁,Crematogaster bison,中国台湾。,
切叶蚁亚科蚂蚁,Myrmicinae,冠胸蚁属,Lophomyrmex,四刺冠胸蚁,Lophomyrmex quadrispinosus,中国云南（西双版纳）；印度，锡金。,
蚁亚科蚂蚁,Formicinae,前结蚁属,Prenolepis,角胸前结蚁,Prenolepis angularis,中国广西（猫儿山）、湖北（咸丰）、湖南。,
切叶蚁亚科蚂蚁,Myrmicinae,心结蚁属,Cardiocondyla,斯氏心结蚁,Cardiocondyla stambuloffii,中国新疆（哈密、民丰）；亚美尼亚，保加利亚，格鲁吉亚，希腊，伊朗，摩尔多瓦，罗马尼亚，俄罗斯（伏尔加，克里米亚，高加索，黑海沿岸），土耳其，乌克兰。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,云南红蚁,Myrmica yunnanensis,中国云南（中甸）。,
细蚁亚科蚂蚁,Leptanillinae,原细蚁属,Protanilla,林氏原细蚁,Protanilla lini,中国台湾（台北）。,
蚁亚科蚂蚁,Formicinae,尼氏蚁属,Nylanderia,古蔺尼氏蚁,Nylanderia gulinensis,中国四川（古蔺县、川东盆地域）、重庆。,
猛蚁亚科蚂蚁,Ponerinae,猛蚁属,Ponera,勐腊猛蚁,Ponera menglana,中国云南（勐腊、西双版纳）。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,米芾红蚁,Myrmica mifui,中国陕西。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,丁氏弓背蚁,Camponotus truebi,中国台湾（甲仙、Akau）。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,光头红蚁,Myrmica phalacra,中国陕西(秦岭)。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,蓬莱瘤颚蚁,Strumigenys formosensis,中国广西、台湾。,
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,漠举腹蚁,Crematogaster subdentata,中国新疆（五家渠、哈密、托克逊、民丰、吐鲁番、轮台）、四川；俄罗斯，埃及，哈萨克斯坦，乌兹别克斯坦，土库曼斯坦，蒙古，吉尔吉斯斯坦。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,少毛红蚁,Formica wongi,中国新疆（阿勒泰）、河南（商丘）、陕西、湖北（神农架）、吉林。,
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,大吉盘腹蚁,Aphaenogaster geei,中国安徽、北京、福建、湖南、江苏（苏州）、上海（徐家汇）、四川（成都）、浙江（临海）。,
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,亮红大头蚁,Pheidole fervida,中国安徽、福建（龙岩）、广西（岑王老山、大明山、花坪、金钟山）、贵州（大方）、河南（郸城、鹤壁（鹤山、淇县、浚县）、济源、开封、鹿邑、尉氏）、湖北、湖南、辽宁、四川（成都）、台湾、云南（高黎贡山）、浙江；越南，朝鲜，韩国，日本，俄罗斯。,
切叶蚁亚科蚂蚁,Myrmicinae,毛切叶蚁属,Trichomyrmex,迈氏毛切叶蚁,Trichomyrmex mayri,中国广东（湛江）、四川（川西南高原域）、云南（高黎贡山）、广西、海南；东南亚各国，非洲各国。,原迈氏小家蚁（Monomorium mayri）移入毛切叶蚁属（Trichomyrmex），更名为迈氏毛切叶蚁（Trichomyrmex mayri）。
切叶蚁亚科蚂蚁,Myrmicinae,窄结蚁属,Stenamma,雅鲁藏布窄结蚁,Stenamma yaluzangbum,中国四川、西藏。,
切叶蚁亚科蚂蚁,Myrmicinae,弯蚁属,Lordomyrma,不丹弯蚁,Lordomyrma bhutanensis,中国西藏（喜马拉雅山（亚东段））；不丹，尼泊尔。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,丝毛弓背蚁,Camponotus holosericeus,中国云南（西双版纳）；缅甸。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,矩胸弓背蚁,Camponotus rectangularis,伯利兹，巴西，哥斯达黎加，法属圭亚那，危地马拉，圭亚那，洪都拉斯，墨西哥，尼加拉瓜，巴拿马，秘鲁，苏里南。,种小名“rectangularis”意为“矩形的”，指的是这种弓背蚁的后胸背板成明显的矩形结构，故而译为“矩胸弓背蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,费氏瘤颚蚁,Strumigenys feae,中国云南（西双版纳）；柬埔寨，缅甸，泰国，越南。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,中南铺道蚁,Tetramorium indosinense,中国云南(勐腊)；越南。,中南铺道蚁在1927年首先由Wheeler采集自越南，徐正会等在1998年的《西南林学院学报》发表论文显示中国云南存在分布。原中文名为“印支铺道蚁”，为规避歧视性用词，特改为“中南铺道蚁”。
卷尾猛蚁亚科蚂蚁,Proceratiinae,无齿猛蚁属,Discothyrea,棒角无齿猛蚁,Discothyrea clavicornis,中国云南（西双版纳）；菲律宾，新几内亚，所罗门群岛。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,星斗山弓背蚁,Camponotus xingdoushanensis,中国湖北（利川星斗山）。,
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,弱火火蚁,Solenopsis pusillignis,巴西。,种小名“pusillignis”是由“pusill；极弱的”+“ignis；火焰”组成，故而译为“弱火火蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,麦氏火蚁,Solenopsis macdonaghi,阿根廷，巴拉圭。,种小名“macdonaghi”是一个姓氏，中文译为“麦克多纳”，故而译为“麦氏火蚁”。
臭蚁亚科蚂蚁,Dolichoderinae,酸臭蚁属,Tapinoma,西氏酸臭蚁,Tapinoma silvestrii,中国未定地名（Kusang）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,沟齿弓背蚁,Camponotus atrox,中国山西、河北（唐山（清东陵））；朝鲜（金刚山），韩国。,
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,长节大头蚁,Pheidole fervens,中国福建、广东、广西（弄岗）、海南、河南、湖南、江西、四川（川西南高原域）、台湾（Hori）、西藏（墨脱）、香港、云南、澳门；菲律宾，缅甸，泰国，越南，马来西亚半岛，婆罗洲，新几内亚岛，印度尼西亚，日本，克什米尔，斯里兰卡，印度，马里亚纳群岛，加罗林群岛，基里巴斯，斐济，新喀里多尼亚，瓦利斯和富图纳群岛，汤加，托克劳群岛，萨摩亚群岛，库克群岛，南方群岛，学会群岛，土阿莫土群岛，马克萨斯群岛，甘比尔群岛，皮特凯恩群岛，伊朗，马达加斯加，马斯克林群岛，美国。,阿美大头蚁（Pheidole amia）、屏东大头蚁（Pheidole fervens dolenda）和爪哇大头蚁（Pheidole fervens soror）均确定为是长节大头蚁（Pheidole fervens）的次异名，已被撤销。
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,圆顶多刺蚁,Polyrhachis rotoccipita,中国云南（勐腊）。,
蚁亚科蚂蚁,Formicinae,拟毛蚁属,Pseudolasius,里氏拟毛蚁,Pseudolasius risii,中国广西（花坪、金钟山）、香港（浅水湾、九龙、太平山）、福建（鼓岭）。,
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,西藏盘腹蚁,Aphaenogaster tibetana,中国西藏（林芝、喜马拉雅山（亚东段、珠峰段））。,
伪切叶蚁亚科蚂蚁,Pseudomyrmecinae,细长蚁属,Tetraponera,叉唇细长蚁,Tetraponera furcata,中国云南（无量山）。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,烂枝瘤颚蚁,Strumigenys dyschima,中国云南（西双版纳）；婆罗洲，印度尼西亚，马来西亚。,
切叶蚁亚科蚂蚁,Myrmicinae,心结蚁属,Cardiocondyla,裸心结蚁,Cardiocondyla nuda,中国福建、甘肃、广东（惠东、平远、乳源、始兴、湛江、珠海、深圳（南山、罗湖、宝安、福田））、广西（桂林、荔浦、柳州、龙虎山、鹿寨、弄岗、玉林）、海南、河南（淮阳、商水、沈丘、太康）、湖北、湖南，宁夏（银川（鸣翠湖、中山公园））、青海、山东、四川（川西南高原域）、台湾、西藏（墨脱）、云南、浙江；澳大利亚，斐济，密克罗尼西亚，新几内亚，萨摩亚，所罗门群岛，汤加，瓦努阿图，瓦利斯群岛和富图纳群岛，日本，韩国，东南亚，南亚，西亚，南欧，北非，美洲。,
切叶蚁亚科蚂蚁,Myrmicinae,奇蚁属,Perissomyrmex,贵州奇蚁,Perissomyrmex guizhouensis,中国贵州。,
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,残暴火蚁,Solenopsis saevissima,几内亚，阿根廷，玻利维亚，巴西，厄瓜多尔，法属圭亚那，圭亚那，巴拉圭，苏里南，乌拉圭。,"次异名：Solenopsis geminata incrassata Forel, 1908、Solenopsis moelleri Forel, 1904、Solenopsis moelleri gracilior Forel, 1904、Solenopsis saevissima morosa Santschi, 1916、Solenopsis saevissima perfida Santschi, 1923。种小名“saevissima”意为“狂怒的，残暴的”，故而译为“残暴火蚁”。常见不规范的译名为“巴西火蚁”。种内颜色变异大，颜色式样的分布与红火蚁相同，即北方地区个体以红色为主，东南地区个体以深褐色为主。在亚马逊盆地西部，该种与当地的红火蚁的主要区别在于该种无深色额中斑，柄后腹斑块占第1背板的3/4或更大部分；在东南区域，本种个体小，色深，与当地的深色红火蚁的主要区别在于明显的黄额和唇基(有时达头部前面的1/5至2/5)与头部其它部分的褐色的高度对比，以及黄额上深色额中斑的缺失。"
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,增城盲切叶蚁,Carebara zengchengensis,中国澳门、福建（龙岩）、广东（惠东、清新、增城）。,原中文名为增城巨首蚁，现巨首蚁属（Pheidologeton）已撤销，并入盲切叶蚁属，因此更名。本种与粗纹盲切叶蚁（Carebara trechideros）相似，但大型工蚁与后者的区别是上颚光亮无刻纹，体刻纹间面光亮无刻点，并胸腹节刺圆而直，不向前弯曲；小型工蚁与后者的区别是前-中胸背板凸远高于后者，并胸腹节刺直，不向上弯。
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,王天盘腹蚁,Aphaenogaster wangtian,中国台湾。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,工匠收获蚁,Messor structor,中国新疆（阿克苏、哈密、和静、奎屯、米泉、托克逊、五家渠、乌鲁木齐、焉耆）；俄罗斯（北高加索、伏尔加南部森林草原），阿尔巴尼亚，亚美尼亚，安道尔，奥地利，比利时，保加利亚，巴利阿里群岛，加那利群岛，捷克共和国，法国，格鲁吉亚，德国，希腊，匈牙利，伊比利亚半岛，意大利，以色列，伊朗，哈萨克斯坦，吉尔吉斯斯坦，慕尼黑，马耳他，黑山共和国，波兰，葡萄牙，马其顿，摩尔多瓦，罗马尼亚，斯洛伐克，斯洛文尼亚，西班牙，瑞士，土耳其，土库曼斯坦，乌克兰，乌兹别克斯坦。,"次异名：Formica aedificator Schilling, 1839、Formica lapidum Fabricius, 1804、Formica rufitarsis Fabricius, 1804、Messor barbarus varrialei Emery, 1921、Messor clivorum sevani Arnol'di, 1977、Messor platyceras rubella Crawley, 1920、红腹收获蚁Messor rufitarsis darianus Pisarski, 1967、Messor rufitarsis jakowlevi Arnol'di, 1977、褐色收获蚁Messor structor clivorum Ruzsky, 1905、Messor structor novaki Finzi, 1929、Messor structor subpolitus Kuznetsov-Ugamsky, 1927、Messor structor turanicus Kuznetsov-Ugamsky, 1927、酒色收获蚁Messor tataricus Ruzsky, 1905、Myrmica mutica Nylander, 1849、Stenamma structor tyrrhena Emery, 1898。黄人鑫等(2004) 报道的褐色收获蚁M. structor clivorum Ruzsky、红腹收获蚁M. rufitarsis darianus Santschi 和酒色收获蚁M. tartaricus Ruzsky 均为该种的次异名(黄建华, 周善义. 2007)，已撤销。快速识别特征：该种胸部纹刻变化较大，多为横纹和纵纹，中胸侧板前部可出现刻点。侧面观第一结节柄腹面几平直，第二结节腹面有微弱齿突或无。大型工蚁侧面观并胸腹有钝齿，头面观唇基中央向上突起，与额脊共同构成一新月形凹陷。
东方收获蚁与工匠收获蚁（Messor structor）的区别方法：东方收获蚁体型相对较大，大型工蚁头宽 > 2.6 mm；鞭节第一节（柄节下一节）比第二节加第三节长；大型工蚁并胸腹节形成明显棱角，而工匠收获蚁体型相对较小，大型工蚁头宽 < 2.4 mm；鞭节第一节比第二节加第三节短；大型工蚁并胸腹节背面和斜面圆滑过渡。"
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,截胸弓背蚁,Camponotus mutilarius,中国广西、云南（西双版纳）；缅甸，印度。,此蚁种最早被定为沃斯曼弓背蚁的亚种，而后提升为种。在《中国蚂蚁》这本书中被误定为多刺蚁属。
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,埃及收获蚁,Messor aegyptiacus,埃及，突尼斯，以色列，摩洛哥。,种小名“aegyptiacus”意为“埃及人”，故而译为“埃及收获蚁”。
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,李氏双节行军蚁,Aenictus lifuiae,中国台湾（台中、高雄、台东）；日本。,该蚁的命名是为了答谢一位李姓女士（Miss Lifui Li）。
臭蚁亚科蚂蚁,Dolichoderinae,时臭蚁属,Chronoxenus,戴氏时臭蚁,Chronoxenus dalyi,中国安徽、广西、广东、福建、台湾、香港（大浦）、澳门、湖北（随州、广水）、湖南、澳门；印度。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,撒氏弓背蚁,Camponotus thadeus,澳大利亚。,
猛蚁亚科蚂蚁,Ponerinae,姬猛蚁属,Hypoponera,刻纹姬猛蚁,Hypoponera punctatissima,中国云南（西双版纳）、台湾；日本，比利时（可能人为引入），南美洲。,斯氏姬猛蚁（Hypoponera schauinslandi）确定为刻纹姬猛蚁（Hypoponera punctatissima）的次异名，已撤销。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,燃弓背蚁,Camponotus ustus,哥伦比亚，多米尼加，大安的列斯群岛，格林纳达，海地，波多黎各。,种小名“ustus”意为“燃烧过的”，故而译为“燃弓背蚁”。
猛蚁亚科蚂蚁,Ponerinae,细颚猛蚁属,Leptogenys,粗角细颚猛蚁,Leptogenys crassicornis,中国云南（勐腊、西双版纳）；缅甸。,
切叶蚁亚科蚂蚁,Myrmicinae,窄结蚁属,Stenamma,不丹窄结蚁,Stenamma bhutanense,中国西藏（嘎隆拉山）、重庆（大巴山）；不丹。,
臭蚁亚科蚂蚁,Dolichoderinae,狡臭蚁属,Technomyrmex,草地狡臭蚁,Technomyrmex pratensis,中国云南（西双版纳）、湖南、广西；婆罗洲，印度尼西亚，马来西亚，泰国，越南，印度，菲律宾。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,沙地收获蚁,Messor arenarius,以色列，叙利亚，伊拉克，科威特，沙特阿拉伯，伊朗，摩洛哥，阿尔及利亚，突尼斯，利比亚，埃及，苏丹。,"次异名：Messor barbarus beduinus Emery, 1922、Myrmica amaurocyclia Foerster, 1850、Myrmica scalpturata Nylander, 1856、Stenamma bugnioni Forel, 1904。种小名“arenarius”意为“与沙子有关的”，指的是其栖息地的环境，故而译为“沙地收获蚁”。"
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,舒尔茨红蚁,Myrmica schulzi,中国陕西（秦岭）。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,黄足铺道蚁,Tetramorium flavipes,中国云南（西双版纳）；柬埔寨，老挝，马来西亚半岛，泰国，越南，斯里兰卡。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,玛格丽特红蚁,Myrmica margaritae,中国广西、湖南、湖北、安徽、河南、河北、云南（昆明）、四川、浙江（丽水）、福建、台湾、甘肃（安定区、宕昌、山丹、 榆中）、广东（信宜）、陕西（龙池）、西藏（东久、排龙）；东南亚各国。,原译名为“玛格丽特氏”，但种小名是一个名字，而非姓氏，故而去掉“氏”字，改译为“玛格丽特红蚁”。
猛蚁亚科蚂蚁,Ponerinae,真猛蚁属,Euponera,夏氏真猛蚁,Euponera sharpi,中国广西（百色）、湖南（江永、石门）、广东（始兴）、福建（福州）、澳门、台湾（埔里、台东、乌来、南投）；中南半岛，新加坡，夏威夷。,"《广西蚂蚁》中将其错写成Pachycondyla sharpii Forel,1899。"
猛蚁亚科蚂蚁,Ponerinae,细颚猛蚁属,Leptogenys,宾氏细颚猛蚁,Leptogenys binghamii,中国广西（西大明山、十万大山）、云南、香港；缅甸。,
蚁亚科蚂蚁,Formicinae,毛蚁属,Lasius,凹毛蚁,Lasius emarginatus,中国湖北（利川、鹤峰、咸丰）；伊朗，黎巴嫩，巴尔干半岛，法国，瑞士，南斯拉夫，俄罗斯（高加索地区）。,
