亚科,亚科,genus,url,species,url url,fenbudi,description
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,弯角红蚁,Myrmica lobicornis,中国黑龙江、吉林、辽宁、北京、内蒙古（乌海、鄂尔多斯）、山西、陕西、河北、河南、甘肃（凉州、西和、麦积、岷县）、宁夏（固原、彭阳、西吉、中卫、六盘山、贺兰山）、四川（川西北高山高原域）、重庆（大巴山）、青海（西宁）；韩国，北欧， 俄罗斯（西伯利亚地区）。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,强壮收获蚁,Messor valentinae,中国新疆（察布查尔，五台）；俄罗斯，吉尔吉斯斯坦，塔吉克斯坦。,
切叶蚁亚科蚂蚁,Myrmicinae,刺切叶蚁属,Acanthomyrmex,小刺切叶蚁,Acanthomyrmex minus,印度尼西亚。,种小名“minus”意为“小的”，故而译为“小刺切叶蚁”。
蚁亚科蚂蚁,Formicinae,蚁属,Formica,毛柄草地蚁,Formica villiscapa,中国内蒙古、新疆、甘肃。,
蚁亚科蚂蚁,Formicinae,斜结蚁属,Plagiolepis,杰顿斜结蚁,Plagiolepis jerdonii,中国福建、云南（西双版纳、无量山）、浙江、山东（临沂、烟台）、新疆（阿勒泰、尼勒克、新源、和丰、石河子、哈巴河）、香港（九龙）、河南（济源、睢县）、江苏、湖南；印度，特拉文哥尔。,
蚁亚科蚂蚁,Formicinae,毛蚁属,Lasius,长须毛蚁,Lasius longicirrus,中国（西北地区）、甘肃（临夏积石山）。,
卷尾猛蚁亚科蚂蚁,Proceratiinae,卷尾猛蚁属,Proceratium,迪氏卷尾猛蚁,Proceratium deelemani,中国云南（西双版纳）；婆罗洲，马来西亚，印度尼西亚，新加坡，泰国，文莱。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,古田山双节行军蚁,Aenictus gutianshanensis,中国浙江（开化（古田山））。,
蚁亚科蚂蚁,Formicinae,平头蚁属,Colobopsis,科氏平头蚁,Colobopsis cotesii,中国云南；印度。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,长贺氏蚁,Formica changhei,中国宁夏（隆德）。,由长有德、贺达汉在2002年定名的粗壮黑蚁，其拉丁学名Formica robusta已经被Carpenter占用，因此，2011年，冉浩和周善义将其重命名为长贺氏蚁，以向原发现人表示敬意。
臭蚁亚科蚂蚁,Dolichoderinae,狡臭蚁属,Technomyrmex,长角狡臭蚁,Technomyrmex antennus,中国广西（花坪、融安、临桂、金钟山、弄岗）、广东（惠东、连州、梅州（梅江区））、湖北（来凤、鹤峰、利川、咸丰、五峰、长阳、宜昌、神农架、竹溪、竹山、郧县、襄阳、罗田、浠水、通山、崇阳、新洲、监利、荆州）、重庆、湖南。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,葡萄牙收获蚁,Messor lusitanicus,直布罗陀，伊比利亚半岛，葡萄牙，西班牙。,种小名“lusitanicus”意为“葡萄牙”，故而译为“葡萄牙收获蚁”。“lusitanicus”这个词的原意指的是“卢西塔尼亚”。这是生活在伊比利亚半岛西部地区的原始印欧人，分为多个部族，而后被罗马共和国全面征服。罗马人将他们各自的领地整合到一起，定名为“卢西塔尼亚省”，该省的大部分地区属于现今的葡萄牙。由于这个历史原因，很多葡萄牙作家开始用这个词比喻葡萄牙人，也使得“卢西塔尼亚”成了“葡萄牙”的代名词。
蚁亚科蚂蚁,Formicinae,悍蚁属,Polyergus,亮红悍蚁,Polyergus ruber,美国。,种小名“ruber”意为“红色的”，实际上绝大多数悍蚁都是红色的，命名者主要想强调这种悍蚁体色红而光亮的特点，故而译为“亮红悍蚁”。本种奴役爱生蚁（Formica biophilica）。
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,盖伊火蚁,Solenopsis gayi,智利，哥伦比亚，秘鲁。,"次异名：Solenopsis gayi fazi Santschi, 1923。种小名“gayi”是一个姓氏，中文译为“盖伊”，故而译为“盖伊火蚁”。"
钝猛蚁亚科蚂蚁,Amblyoponinae,点猛蚁属,Stigmatomma,三叶点猛蚁,Stigmatomma trilobum,中国云南（泸水、迪庆）。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,克氏铺道蚁,Tetramorium kraepelini,中国安徽、福建、广东（惠东、连州、龙门、平远、深圳、始兴、珠海、罗浮山）、广西（防城、桂林、金钟山）、河南（鹤壁（鹤山、淇滨、淇县、山城、浚县）、杞县、尉氏）、湖北、湖南、江西、陕西（龙池）、四川（四川盆地西缘山地域）、重庆、台湾、西藏、香港、云南（昆明、西双版纳、无量山）；菲律宾，柬埔寨，马来西亚半岛，泰国，越南，婆罗洲，印度尼西亚，日本。,角腹铺道蚁先从种变为亚种，拉丁名变为 Tetramorium mixtum amia，之后被确定为克氏铺道蚁（Tetramorium kraepelini）的次异名，已被撤销。
臭蚁亚科蚂蚁,Dolichoderinae,臭蚁属,Dolichoderus,老挝臭蚁,Dolichoderus laotius,中国云南（西双版纳）；老挝。,
切叶蚁亚科蚂蚁,Myrmicinae,心结蚁属,Cardiocondyla,小心结蚁,Cardiocondyla minutior,中国澳门、台湾；索科特拉群岛，也门，新西兰，关岛，夏威夷，印度尼西亚，马绍尔群岛，密克罗尼西亚，新几内亚，北马里亚纳群岛，美国，巴巴多斯，哥斯达黎加，多米尼加，厄瓜多尔，加拉帕戈斯群岛，大安的列斯群岛，格林纳达，危地马拉，洪都拉斯，墨西哥，印度，尼泊尔，斯里兰卡，越南，日本。,"次异名：Cardiocondyla tsukuyomi Terayama, 1999"
蚁亚科蚂蚁,Formicinae,尼氏蚁属,Nylanderia,亮尼氏蚁,Nylanderia vividula,中国四川（成都、四川盆地西缘山地域、川东盆地域）、重庆、福建（厦门）、广东（广州、惠东、平远、连州、信宜、湛江）、海南、广西（桂林、龙胜、三江、宜州、天等、弄岗）、云南（西双版纳、无量山）、陕西、贵州、香港、湖北（武汉）、湖南、河南（鸡公山）、浙江、澳门、台湾；丹麦，瑞典，芬兰，不列颠诸岛，日本，斯里兰卡，印度，北美，欧洲。,旧称亮立毛蚁，工蚁体长1.9-2.6mm，头与后腹部黄褐色至黑色，并腹胸和足黄至暗红褐色。
切叶蚁亚科蚂蚁,Myrmicinae,小家蚁属,Monomorium,纤细小家蚁,Monomorium gracillimum,中国云南（昆明）。,此种存疑。
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,膨胀大头蚁,Pheidole tumida,中国广西（兴安）、香港、云南（西双版纳）；老挝，马来西亚半岛，泰国，越南，婆罗洲，小巽他群岛，印度尼西亚。,原文献中并未提及命名原因。种小名“tumida”意为“膨胀了的”，故而译为“膨胀大头蚁”。快速识别特征：侧面观，兵蚁第一结节腹面具一片状凸。
蚁亚科蚂蚁,Formicinae,蚁属,Formica,红须蚁,Formica rufibarbis,中国新疆（库尔勒、且末、若羌、尼丰、哈巴河、和丰、乌鲁木齐、吐鲁番、巴里坤、五家渠、阜康、Sangong河边）、宁夏（盐池、贺兰）、青海、山东（烟台、聊城）、浙江、内蒙古（厄尔多斯）；法国。,又名赤蚁/茎居林蚁。
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,暗腹切胸蚁,Temnothorax opaciabdomin,中国青海（西宁）、宁夏。,
猛蚁亚科蚂蚁,Ponerinae,真猛蚁属,Euponera,多毛真猛蚁,Euponera pilosior,中国云南(景洪、昆明)、贵州(遵义、玉屏)、四川(峨眉山)、重庆（大巴山）、广西（河池）；日本，朝鲜半岛。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,纵斑弓背蚁,Camponotus maculatus,,中国无分布。
蚁亚科蚂蚁,Formicinae,拟毛蚁属,Pseudolasius,胡氏拟毛蚁,Pseudolasius hummeli,中国四川。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,细毛瘤颚蚁,Strumigenys leptothrix,中国台湾；日本。,
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,兰花切胸蚁,Temnothorax orchidus,中国云南（腾冲）、广西。,本种喜食兰花花蜜，故而得名。
蚁亚科蚂蚁,Formicinae,短角蚁属,Gesomyrmex,查氏短角蚁,Gesomyrmex chaperi,柬埔寨，婆罗洲，印度尼西亚，马来西亚。,
蚁亚科蚂蚁,Formicinae,刺结蚁属,Lepisiota,罗斯尼刺结蚁,Lepisiota rothneyi,中国海南（南味岭、尖峰岭、吊罗山、佳西）、广东（鼎湖山、广州、惠州、广州、惠东、龙门、清新、平远、连州、信宜、湛江、罗浮山）、广西（木论、九万山、青狮潭、大瑶山、底定、大王岭、十万大山、南宁、桂林、柳州、梧州、玉林、百色、钦州、北海、弄岗）、湖南、四川（四川盆地西缘山地域、川西南高原域）、云南（西双版纳、无量山）、福建（龙岩）、湖北（恩施、郧县、随州）、西藏（墨脱）、香港、台湾；越南，缅甸，印度。,罗斯尼斜结蚁是个体变化较大的蚂蚁，因此较容易误定。现归入刺结蚁属，定名为Lepisiota rothneyi。
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,短刺铺道蚁,Tetramorium curtulum,中国香港；缅甸，印度尼西亚，马来西亚。,种小名“curtulum”意为“短的”，指的是其并胸腹节上的刺较短的特点，故而译为“短刺铺道蚁”。相比于同种团的其他铺道蚁，本种的复眼较小。
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,颚瘤颚蚁,Strumigenys mandibularis,巴西。,小名“mandibularis”意为“上颚”，有趣的是，其得名原因并非由于上颚特异或巨大，而是因为定种标本的工蚁标本上颚缺失的关系。故而根据拉丁文本意译为“颚瘤颚蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,西藏红蚁,Myrmica tibetana,中国西藏。,
猛蚁亚科蚂蚁,Ponerinae,宽猛蚁属,Platythyrea,平行宽猛蚁,Platythyrea parallela,中国云南（西双版纳）；澳大利亚，新喀里多尼亚，印度尼西亚，马来西亚，斐济，密克罗尼西亚，新几内亚，北马里亚纳群岛，菲律宾，萨摩亚群岛，新加坡，所罗门群岛，塞舌尔，孟加拉国，印度，老挝，斯里兰卡，泰国，越南。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,多型铺道蚁,Tetramorium polymorphum,中国云南（西双版纳）、广西（防城）；老挝，泰国。,多型铺道蚁的工蚁具有体型分化，这与其它的铺道蚁截然不同。
猛蚁亚科蚂蚁,Ponerinae,镰猛蚁属,Harpegnathos,跳镰猛蚁,Harpegnathos saltator,印度。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,矢野盲切叶蚁,Carebara yanoi,中国台湾（嘉义（大林））；日本。,"次异名：Pheidologeton dentiviris Forel, 1913，原中文名为矢野巨首蚁，现巨首蚁属（Pheidologeton）已撤销，并入盲切叶蚁属，因此更名。"
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,亚细结收获蚁,Messor subgracilinodis,中国新疆；俄罗斯，土库曼斯坦，伊朗。,
蚁亚科蚂蚁,Formicinae,拟毛蚁属,Pseudolasius,西氏拟毛蚁,Pseudolasius silvestrii,中国云南（西双版纳）；越南，柬埔寨，缅甸，泰国。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,直刺多刺蚁,Polyrhachis euthiacaena,中国广西（桂林）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,百陶弓背蚁,Camponotus bedoti,中国江苏；印度尼西亚。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,史密西红蚁,Myrmica smythiesii,中国西藏（喜马拉雅山（亚东段）、德姆拉山、嘎隆拉山、色季拉山、林芝、鲁朗、排龙）；尼泊尔，印度。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,尖刺盲切叶蚁,Carebara acutispina,中国云南（勐腊、景洪）。,原中文名为尖刺稀切叶蚁，现稀切叶蚁属（Oligomyrmex）已撤销，并入盲切叶蚁属，因此更名。
猛蚁亚科蚂蚁,Ponerinae,小眼猛蚁属,Myopias,傣小眼猛蚁,Myopias daia,中国云南（孟腊）。,定名：以发现地的原住少数民族-傣族命名。
蚁亚科蚂蚁,Formicinae,前结蚁属,Prenolepis,中眼前结蚁,Prenolepis mediops,中国云南（高黎贡山、怒江地区）。,蚁种得名于其中等大小的复眼。
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,网纹切胸蚁,Temnothorax reticulates,中国宁夏（同心、贺兰山）。,原网纹细胸蚁（L.reticulates）移入切胸蚁属，更名为网纹切胸蚁。
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,刻点多刺蚁,Polyrhachis punctillata,中国广东（信宜）、四川、海南、云南（西双版纳、无量山）、广西（桂林、藤县、白色、隆林）、贵州（梵净山）、台湾；印度，斯里兰卡，缅甸。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,沙克德双节行军蚁,Aenictus shuckardi,中国云南（双江）；缅甸，印度，孟加拉。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,德兰德弓背蚁,Camponotus dryandrae,澳大利亚。,种小名“dryandrae”指的是本种最初的发现地Dryandra State Forest，故而译为“德兰德弓背蚁”。
猛蚁亚科蚂蚁,Ponerinae,姬猛蚁属,Hypoponera,刺瓦姬猛蚁,Hypoponera zwaluwenburgi,中国台湾（台东）；日本，夏威夷，波利尼西亚。,
猛蚁亚科蚂蚁,Ponerinae,大齿猛蚁属,Odontomachus,粒纹大齿猛蚁,Odontomachus granatus,中国广西（十万大山、弄岗）、广东（肇庆、信宜）、云南、福建（龙岩）。,
猛蚁亚科蚂蚁,Ponerinae,隐猛蚁属,Cryptopone,甲壳隐猛蚁,Cryptopone testacea,中国安徽、福建、云南、台湾；印度，斯里兰卡，越南，马达加斯加，婆罗洲，印度尼西亚，马来西亚，密克罗尼西亚，新几内亚，帕劳，菲律宾，萨摩亚，所罗门群岛，新喀里多尼亚。,种小名“testacea”意为“有甲壳的，有壳盖住的”，故而译为“甲壳隐猛蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,同色盘腹蚁,Aphaenogaster concolor,中国河南、台湾；日本。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,条纹收获蚁,Messor striatellus,中国新疆（吉木萨儿、克拉玛依、乌鲁木齐）；塔吉克斯坦。,
蚁亚科蚂蚁,Formicinae,拟立毛蚁属,Paraparatrechina,孔明拟立毛蚁,Paraparatrechina kongming,中国台湾。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,马氏双节行军蚁,Aenictus maneerati,中国云南（西双版纳）；泰国，越南。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,利嘉瘤颚蚁,Strumigenys lichiaensis,中国台湾（嘉义）。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,直背盲切叶蚁,Carebara rectidorsa,中国重庆（大巴山）、河南（鸡公山）、湖北、湖南、西藏、云南（勐腊（尚勇（南欠）））；印度。,原中文名为直背稀切叶蚁，现稀切叶蚁属（Oligomyrmex）已撤销，并入盲切叶蚁属，因此更名。
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,温雅盘腹蚁,Aphaenogaster lepida,中国重庆（大巴山）、广东（南岭）、湖南、台湾、西藏、云南（无量山）。,"次异名：Aphaenogaster funkikoensis Creighton, 1950、Aphaenogaster phillipi Menozzi, 1932、Aphaenogaster silvestrii Wheeler, W.M., 1929。该种最早的学名是Aphaenogaster silvestrii Wheeler, 1929，因与Aphaenogaster silvestrii Menozzi, 1929同名，学名被替换为Aphaenogaster lepida Wheeler, 1930；吴坚和王常禄(1995)根据最早的学名拟定的中文名称为“西氏盘腹蚁”，徐正会(2002)根据替换学名拟定的中文名称为“温雅盘腹蚁”，此处选用后者。"
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,乌头弓背蚁,Camponotus atriceps,美国，阿根廷，巴巴多斯，伯利兹，伯利兹，玻利维亚，巴西，哥伦比亚，哥斯达黎加，厄瓜多尔，法属圭亚那，危地马拉，圭亚那，洪都拉斯，墨西哥，尼加拉瓜，巴拿马，巴拉圭，秘鲁，苏里南，特立尼达和多巴哥，乌拉圭，委内瑞拉。,种小名“atriceps”是由“atri；黑的”+“ceps；头”组成，由于其与黑头弓背蚁（C.nigriceps）的种小名表意相近，为避免重名，改译为“乌头弓背蚁”。
猛蚁亚科蚂蚁,Ponerinae,短猛蚁属,Brachyponera,黄角短猛蚁,Brachyponera croceicornis,澳大利亚，新几内亚，菲律宾，所罗门群岛。,
蚁亚科蚂蚁,Formicinae,前结蚁属,Prenolepis,黑腹前结蚁,Prenolepis melanogaster,中国云南（景洪、景东、临沧、西双版纳）、浙江、河南（开封、尉氏、通许）、湖北（利川）、湖南、云南、西藏（墨脱）、甘肃（山丹县）、山东；印度，缅甸。,黑角前结蚁（Prenolepis nigriflagella）已证实为黑腹前结蚁（Prenolepis melanogaster）的次异名。
细蚁亚科蚂蚁,Leptanillinae,原细蚁属,Protanilla,西藏原细蚁,Protanilla tibeta,中国西藏（墨脱）。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,角结红蚁,Myrmica angulinodis,中国内蒙古、新疆（Tien-chi）、甘肃（合作、迭部、夏河）；蒙古，日本，朝鲜，俄罗斯（西伯利亚地区）。,
