门,纲,目,科,种,学名,保护级别,备注
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　噪鹛科,　　红翅噪鹛,Trochalopteron formosum,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　噪鹛科,　　红尾噪鹛,Trochalopteron milnei,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　噪鹛科,　　黑冠薮鹛,Liocichla bugunorum,一级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　噪鹛科,　　灰胸薮鹛,Liocichla omeiensis,一级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　噪鹛科,　　银耳相思鸟,Leiothrix argentauris,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　噪鹛科,　　红嘴相思鸟,Leiothrix lutea,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　旋木雀科,　　四川旋木雀,Certhia tianquanensis,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　䴓科,　　滇䴓,Sitta yunnanensis,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　䴓科,　　巨䴓,Sitta magna,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　䴓科,　　丽䴓,Sitta formosa,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　椋鸟科,　　鹩哥,Gracula religiosa,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鸫科,　　褐头鸫,Turdus feae,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鸫科,　　紫宽嘴鸫,Cochoa purpurea,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鸫科,　　绿宽嘴鸫,Cochoa viridis,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　棕头歌鸲,Larvivora ruficeps,一级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　红喉歌鸲,Calliope calliope,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　黑喉歌鸲,Calliope obscura,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　金胸歌鸲,Calliope pectardens,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　蓝喉歌鸲,Luscinia svecica,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　新疆歌鸲,Luscinia megarhynchos,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　棕腹林鸲,Tarsiger hyperythrus,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　贺兰山红尾鸲,Phoenicurus alaschanicus,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　白喉石鵖,Saxicola insignis,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　白喉林鹟,Cyornis brunneatus,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　棕腹大仙鹟,Niltava davidi,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹟科,　　大仙鹟,Niltava grandis,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　岩鹨科,　　贺兰山岩鹨,Prunella koslowi,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　朱鹀科,　　朱鹀,Urocynchramus pylzowi,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　燕雀科,　　褐头朱雀,Carpodacus sillemi,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　燕雀科,　　藏雀,Carpodacus roborowskii,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　燕雀科,　　北朱雀,Carpodacus roseus,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　燕雀科,　　红交嘴雀,Loxia curvirostra,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹀科,　　蓝鹀,Emberiza siemsseni,二级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹀科,　　栗斑腹鹀,Emberiza jankowskii,一级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹀科,　　黄胸鹀,Emberiza aureola,一级,
脊索动物门 CHORDATA,鸟纲 AVES,雀形目,　鹀科,　　藏鹀,Emberiza koslowi,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　平胸龟科#,　　*平胸龟,Platysternon megacephalum,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　陆龟科#,　　缅甸陆龟,Indotestudo elongata,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　陆龟科#,　　凹甲陆龟,Manouria impressa,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　陆龟科#,　　四爪陆龟,Testudo horsfieldii,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*欧氏摄龟,Cyclemys oldhami,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*黑颈乌龟,Mauremys nigricans,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*乌龟,Mauremys reevesii,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*花龟,Mauremys sinensis,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*黄喉拟水龟,Mauremys mutica,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*闭壳龟属所有种,Cuora spp.,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*地龟,Geoemyda spengleri,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*眼斑水龟,Sacalia bealei,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　地龟科,　　*四眼斑水龟,Sacalia quadriocellata ,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　海龟科#,　　*蠵龟,Caretta caretta,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　海龟科#,　　*绿海龟,Chelonia mydas,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　海龟科#,　　*玳瑁,Eretmochelys imbricata,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　海龟科#,　　*太平洋丽龟,Lepidochelys olivacea,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　棱皮龟科#,　　*棱皮龟,Dermochelys coriacea,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　鳖科,　　*鼋,Pelochelys cantorii  ,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　鳖科,　　*山瑞鳖,Palea steindachneri,二级,仅限野外种群
脊索动物门 CHORDATA,爬行纲 REPTILIA,龟鳖目,　鳖科,　　*斑鳖,Rafetus swinhoei,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　壁虎科,　　大壁虎,Gekko gecko,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　壁虎科,　　黑疣大壁虎,Gekko reevesii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　球趾虎科,　　伊犁沙虎,Teratoscincus scincus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　球趾虎科,　　吐鲁番沙虎,Teratoscincus roborowskii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　英德睑虎,Goniurosaurus yingdeensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　越南睑虎,Goniurosaurus araneus ,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　霸王岭睑虎,Goniurosaurus bawanglingensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　海南睑虎,Goniurosaurus hainanensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　嘉道理睑虎,Goniurosaurus kadoorieorum,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　广西睑虎,Goniurosaurus kwangsiensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　荔波睑虎,Goniurosaurus liboensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　凭祥睑虎,Goniurosaurus luii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　蒲氏睑虎,Goniurosaurus zhelongi,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　睑虎科#,　　周氏睑虎,Goniurosaurus zhoui,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　巴塘龙蜥,Diploderma batangense,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　短尾龙蜥,Diploderma brevicandum,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　侏龙蜥,Diploderma drukdaypo,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　滑腹龙蜥,Diploderma laeviventre,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　宜兰龙蜥,Diploderma luei,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　溪头龙蜥,Diploderma makii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　帆背龙蜥,Diploderma vela,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　蜡皮蜥,Leiolepis reevesii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　贵南沙蜥,Phrynocephalus guinanensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　大耳沙蜥,Phrynocephalus mystaceus,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鬣蜥科,　　长鬣蜥,Physignathus cocincinus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蛇蜥科# ,　　细脆蛇蜥,Ophisaurus gracilis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蛇蜥科# ,　　海南脆蛇蜥,Ophisaurus hainanensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蛇蜥科# ,　　脆蛇蜥,Ophisaurus harti,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　鳄蜥科,　　鳄蜥,Shinisaurus crocodilurus,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　巨蜥科#,　　孟加拉巨蜥,Varanus bengalensis,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　巨蜥科#,　　圆鼻巨蜥,Varanus salvator,一级,原名“巨蜥”
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　石龙子科,　　桓仁滑蜥,Scincella huanrenensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　双足蜥科,　　香港双足蜥,Dibamus bogadeki,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　盲蛇科,　　香港盲蛇,Indotyphlops lazelli,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　筒蛇科,　　红尾筒蛇,Cylindrophis ruffus ,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　闪鳞蛇科,　　闪鳞蛇,Xenopeltis unicolor,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蚺科#,　　红沙蟒,Eryx miliaris,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蚺科#,　　东方沙蟒,Eryx tataricus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蟒科#,　　蟒蛇,Python bivittatus,二级,原名“蟒”
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,  闪皮蛇科,　　井冈山脊蛇,Achalinus jinggangensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　三索蛇,Coelognathus radiatus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　团花锦蛇,Elaphe davidi,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　横斑锦蛇,Euprepiophis perlaceus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　尖喙蛇,Rhynchophis boulengeri,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　西藏温泉蛇,Thermophis baileyi,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　香格里拉温泉蛇,Thermophis shangrila,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　四川温泉蛇,Thermophis zhaoermii,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　游蛇科,　　黑网乌梢蛇,Zaocys carinatus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　瘰鳞蛇科 ,　　*瘰鳞蛇,Acrochordus granulatus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　眼镜王蛇,Ophiophagus hannah,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*蓝灰扁尾海蛇,Laticauda colubrina,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*扁尾海蛇,Laticauda laticaudata,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*半环扁尾海蛇,Laticauda semifasciata,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*龟头海蛇,Emydocephalus ijimae,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*青环海蛇,Hydrophis cyanocinctus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*环纹海蛇,Hydrophis fasciatus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*黑头海蛇,Hydrophis melanocephalus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*淡灰海蛇,Hydrophis ornatus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*棘眦海蛇,Hydrophis peronii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*棘鳞海蛇,Hydrophis stokesii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*青灰海蛇,Hydrophis caerulescens,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*平颏海蛇,Hydrophis curtus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*小头海蛇,Hydrophis gracilis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*长吻海蛇,Hydrophis platurus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*截吻海蛇,Hydrophis jerdonii,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　眼镜蛇科,　　*海蝰,Hydrophis viperinus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蝰科,　　泰国圆斑蝰,Daboia siamensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蝰科,　　蛇岛蝮,Gloydius shedaoensis,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蝰科,　　角原矛头蝮,Protobothrops cornutus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蝰科,　　莽山烙铁头蛇,Protobothrops mangshanensis,一级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蝰科,　　极北蝰,Vipera berus,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,有鳞目,　蝰科,　　东方蝰,Vipera renardi,二级,
脊索动物门 CHORDATA,爬行纲 REPTILIA,鳄目,　鼍科#,　　*扬子鳄,Alligator sinensis,一级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,蚓螈目,　鱼螈科,　　版纳鱼螈,Ichthyophis bannanicus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*安吉小鲵,Hynobius amjiensis,一级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*中国小鲵,Hynobius chinensis,一级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*挂榜山小鲵,Hynobius guabangshanensis,一级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*猫儿山小鲵,Hynobius maoershansis,一级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*普雄原鲵,Protohynobius puxiongensis,一级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*辽宁爪鲵,Onychodactylus zhaoermii,一级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*吉林爪鲵,Onychodactylus zhangyapingi,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*新疆北鲵,Ranodon sibiricus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*极北鲵,Salamandrella keyserlingii,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*巫山巴鲵,Liua shihi,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*秦巴巴鲵,Liua tsinpaensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*黄斑拟小鲵,Pseudohynobius flavomaculatus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*贵州拟小鲵,Pseudohynobius guizhouensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*金佛拟小鲵,Pseudohynobius jinfo,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*宽阔水拟小鲵,Pseudohynobius kuankuoshuiensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*水城拟小鲵,Pseudohynobius shuichengensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*弱唇褶山溪鲵,Batrachuperus cochranae,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*无斑山溪鲵,Batrachuperus karlschmidti,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*龙洞山溪鲵,Batrachuperus londongensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*山溪鲵,Batrachuperus pinchonii,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*西藏山溪鲵,Batrachuperus tibetanus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*盐源山溪鲵,Batrachuperus yenyuanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*阿里山小鲵,Hynobius arisanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*台湾小鲵,Hynobius formosanus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*观雾小鲵,Hynobius fuca,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*南湖小鲵,Hynobius glacialis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*东北小鲵,Hynobius leechii,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*楚南小鲵,Hynobius sonani,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　小鲵科#,　　*义乌小鲵,Hynobius yiwuensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　隐鳃鲵科,　　*大鲵,Andrias davidianus,二级,仅限野外种群
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*潮汕蝾螈,Cynops orphicus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*大凉螈,Liangshantriton taliangensis,二级,原名“大凉疣螈”
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*贵州疣螈,Tylototriton kweichowensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*川南疣螈,Tylototriton pseudoverrucosus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*丽色疣螈,Tylototriton pulcherrima,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*红瘰疣螈,Tylototriton shanjing,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*棕黑疣螈,Tylototriton verrucosus,二级,原名“细瘰疣螈”
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*滇南疣螈,Tylototriton yangi,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*安徽瑶螈,Yaotriton anhuiensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*细痣瑶螈,Yaotriton asperrimus,二级,原名“细痣疣螈”
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*宽脊瑶螈,Yaotriton broadoridgus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*大别瑶螈,Yaotriton dabienicus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*海南瑶螈,Yaotriton hainanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*浏阳瑶螈,Yaotriton liuyangensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*莽山瑶螈,Yaotriton lizhenchangi,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*文县瑶螈,Yaotriton wenxianensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*蔡氏瑶螈,Yaotriton ziegleri,二级, 
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*镇海棘螈,Echinotriton chinhaiensis,一级,原名“镇海疣螈”
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*琉球棘螈,Echinotriton andersoni,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*高山棘螈,Echinotriton maxiquadratus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*橙脊瘰螈,Paramesotriton aurantius,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*尾斑瘰螈,Paramesotriton caudopunctatus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*中国瘰螈,Paramesotriton chinensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*越南瘰螈,Paramesotriton deloustali,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*富钟瘰螈,Paramesotriton fuzhongensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*广西瘰螈,Paramesotriton guangxiensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*香港瘰螈,Paramesotriton hongkongensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*无斑瘰螈,Paramesotriton labiatus,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*龙里瘰螈,Paramesotriton longliensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*茂兰瘰螈,Paramesotriton maolanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*七溪岭瘰螈,Paramesotriton qixilingensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*武陵瘰螈,Paramesotriton wulingensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*云雾瘰螈,Paramesotriton yunwuensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,有尾目,　蝾螈科,　　*织金瘰螈,Paramesotriton zhijinensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　抱龙角蟾,Boulenophrys baolongensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　凉北齿蟾,Oreolalax liangbeiensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　金顶齿突蟾,Scutiger chintingensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　九龙齿突蟾,Scutiger jiulongensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　木里齿突蟾,Scutiger muliensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　宁陕齿突蟾,Scutiger ningshanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　平武齿突蟾,Scutiger pingwuensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　哀牢髭蟾,Vibrissaphora ailaonica,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　峨眉髭蟾,Vibrissaphora boringii,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　雷山髭蟾,Vibrissaphora leishanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　原髭蟾,Vibrissaphora promustache,二级,
